3554	seashore
2568	alp
2446	lakeside
2265	fountain
2011	valley
1455	miniskirt
1430	gown
1176	bikini
1116	bubble
1082	groom
1063	daisy
1031	jean
1023	stole
1017	fur_coat
1009	Band_Aid
1004	stage
999	prison
962	wig
945	cliff
939	pier
897	park_bench
856	palace
825	volcano
784	breakwater
771	swing
728	kimono
693	traffic_light
680	suspension_bridge
680	plate
674	pot
672	promontory
671	maillot
667	geyser
634	rapeseed
632	notebook
630	castle
619	window_shade
592	cowboy_hat
582	sandbar
574	sunglasses
563	jigsaw_puzzle
561	picket_fence
560	bannister
557	umbrella
550	sarong
523	spotlight
516	reflex_camera
516	cab
514	sunglass
505	crane
504	beacon
488	pajama
487	espresso
482	lab_coat
477	harmonica
474	spider_web
474	vase
464	lipstick
461	cardigan
460	abaya
451	cloak
448	church
445	greenhouse
437	chainlink_fence
437	Egyptian_cat
425	hair_spray
416	pole
415	mountain_bike
408	swimming_trunks
406	mask
403	jersey
391	paintbrush
386	solar_dish
385	bee
384	maze
379	suit
377	microphone
365	steel_arch_bridge
358	wing
357	candle
348	wreck
347	vault
345	cup
342	strawberry
338	bathing_cap
338	cinema
335	matchstick
335	hip
333	unicycle
332	envelope
325	dome
320	jellyfish
317	barn
316	barbershop
307	crossword_puzzle
306	cellular_telephone
305	dock
300	coil
299	restaurant
299	drilling_platform
297	parachute
290	ear
290	ski
288	nail
287	balloon
283	brassiere
283	pineapple
282	ice_lolly
280	window_screen
279	binoculars
278	torch
278	sombrero
277	conch
277	coral_reef
274	dam
273	monastery
272	snorkel
272	cowboy_boot
272	military_uniform
269	boathouse
269	stupa
265	ant
265	street_sign
261	perfume
260	altar
258	crutch
257	tub
254	sliding_door
253	broccoli
251	streetcar
249	seat_belt
247	cardoon
247	corn
245	bonnet
243	iPod
242	bath_towel
240	quill
240	trench_coat
237	ski_mask
234	car_mirror
231	running_shoe
228	plastic_bag
227	ballplayer
227	bakery
227	shower_cap
226	padlock
224	potter's_wheel
224	rubber_eraser
221	racket
221	sweatshirt
216	patio
216	pinwheel
216	chain_saw
215	flagpole
213	bow_tie
206	beer_glass
206	hair_slide
204	shower_curtain
203	dining_table
202	dumbbell
201	stone_wall
201	electric_guitar
200	television
198	hay
198	lighter
197	coffee_mug
197	tray
197	bell_cote
197	megalith
195	worm_fence
195	loupe
194	cabbage_butterfly
194	cleaver
193	sax
192	paddle
190	tile_roof
190	marimba
190	lemon
187	flute
186	balance_beam
185	orange
184	doormat
184	soccer_ball
181	warplane
181	bookshop
181	sea_urchin
180	remote_control
179	tabby
176	jeep
176	moped
175	cucumber
174	motor_scooter
174	mushroom
174	library
173	theater_curtain
172	birdhouse
172	knot
172	rule
171	football_helmet
171	lumbermill
170	bathtub
169	screw
168	laptop
168	mosque
167	teddy
164	triumphal_arch
164	water_bottle
164	crash_helmet
164	grocery_store
162	digital_clock
162	ping-pong_ball
161	tobacco_shop
160	buckeye
160	studio_couch
159	diaper
158	iron
158	snowmobile
158	shoe_shop
157	feather_boa
157	pill_bottle
157	shovel
156	pizza
156	Arabian_camel
155	sports_car
155	bow
154	handkerchief
154	book_jacket
153	scoreboard
153	space_shuttle
153	packet
151	tripod
151	ocarina
149	sunscreen
148	red_wine
148	obelisk
148	lampshade
146	overskirt
145	lens_cap
143	desk
142	gondola
141	toilet_tissue
140	sandal
139	container_ship
138	radio_telescope
137	paper_towel
136	swab
136	grille
135	oboe
135	chain_mail
135	canoe
132	hotdog
132	scuba_diver
131	syringe
131	pay-phone
131	necklace
130	acorn
129	prayer_rug
128	tricycle
128	viaduct
126	honeycomb
126	kite
125	gasmask
124	crate
124	acoustic_guitar
124	switch
124	aircraft_carrier
123	thatch
123	hoopskirt
123	coral_fungus
123	passenger_car
122	soup_bowl
122	tiger_cat
122	peacock
121	cheeseburger
120	Loafer
120	analog_clock
120	harp
119	goblet
119	wall_clock
119	butcher_shop
119	wine_bottle
119	beach_wagon
118	French_loaf
117	thimble
117	walking_stick
116	racer
116	pomegranate
116	ram
115	chime
114	binder
114	barrow
114	sorrel
113	great_white_shark
113	wardrobe
113	ice_cream
113	mountain_tent
112	toyshop
112	head_cabbage
112	liner
112	ox
111	fig
110	catamaran
110	poncho
110	sleeping_bag
109	mailbox
109	computer_keyboard
109	chain
108	oscilloscope
108	drumstick
107	grand_piano
107	carousel
107	pretzel
107	reel
106	hummingbird
105	rugby_ball
105	beaker
105	pedestal
105	bell_pepper
104	accordion
104	fox_squirrel
103	grey_whale
102	dough
102	Siamese_cat
102	bucket
102	Polaroid_camera
101	chocolate_sauce
101	punching_bag
101	broom
101	guillotine
100	pick
100	hook
100	cassette
99	confectionery
99	spatula
99	airliner
98	bookcase
98	bullet_train
98	bald_eagle
96	macaw
96	lycaenid
95	abacus
95	apiary
95	croquet_ball
95	tennis_ball
94	airship
94	golf_ball
93	bagel
93	assault_rifle
92	dragonfly
92	lion
92	washbasin
91	banjo
91	stretcher
91	tiger
91	buckle
90	goose
90	wooden_spoon
90	stopwatch
90	beer_bottle
89	bottlecap
89	shoji
88	eggnog
87	trifle
87	snowplow
86	car_wheel
86	jinrikisha
85	minivan
85	convertible
85	monitor
85	Windsor_tie
85	cliff_dwelling
84	quilt
84	hard_disc
84	baseball
84	bicycle-built-for-two
83	zebra
83	volleyball
83	wok
82	guacamole
82	schooner
82	sock
82	macaque
81	Granny_Smith
81	carton
81	zucchini
81	ibex
81	comic_book
81	wool
80	Labrador_retriever
80	turnstile
80	upright
80	banana
79	artichoke
79	combination_lock
79	vestment
79	saltshaker
79	water_tower
78	maypole
78	safety_pin
78	web_site
78	sundial
78	velvet
77	rocking_chair
77	face_powder
77	panpipe
77	monarch
77	lynx
77	speedboat
76	maraca
76	barbell
76	basketball
76	snail
76	mousetrap
76	bison
76	magnetic_compass
75	hand_blower
75	hatchet
75	acorn_squash
75	shopping_cart
75	table_lamp
75	freight_car
74	trailer_truck
74	wallet
73	great_grey_owl
73	pop_bottle
73	rifle
73	African_chameleon
73	bearskin
72	hourglass
72	limousine
72	starfish
72	coho
72	whistle
72	folding_chair
72	revolver
71	fly
70	leaf_beetle
70	jack-o'-lantern
70	lacewing
70	knee_pad
70	medicine_chest
70	gong
69	nematode
69	hand-held_computer
68	ladle
67	stethoscope
67	Persian_cat
67	vulture
67	frying_pan
67	pirate
66	garden_spider
66	albatross
66	mortarboard
65	llama
65	submarine
65	plow
65	crayfish
65	planetarium
65	desktop_computer
64	four-poster
64	pelican
64	meat_loaf
63	leafhopper
62	joystick
62	clog
62	scale
62	Gila_monster
62	strainer
62	plate_rack
62	sea_lion
62	cornet
62	slot
61	sewing_machine
61	modem
61	neck_brace
60	parking_meter
60	ladybug
60	ballpoint
60	cauliflower
59	carbonara
59	lesser_panda
58	parallel_bars
58	hen
58	Indian_elephant
58	Christmas_stocking
58	mortar
58	electric_fan
57	mobile_home
57	impala
57	flamingo
56	brambling
56	ice_bear
56	throne
56	cash_machine
56	typewriter_keyboard
56	mosquito_net
56	purse
55	toilet_seat
55	leatherback_turtle
55	common_iguana
55	burrito
55	paddlewheel
54	gar
54	ashcan
54	menu
53	puck
53	American_alligator
52	horizontal_bar
52	earthstar
52	hammer
52	golden_retriever
52	Chihuahua
52	stinkhorn
51	mantis
51	coffeepot
51	tractor
51	organ
50	horse_cart
50	cheetah
50	bolo_tie
50	tick
50	pencil_sharpener
50	sea_anemone
50	Petri_dish
50	totem_pole
49	meerkat
49	wallaby
49	brown_bear
49	fire_screen
48	weevil
48	pug
48	African_elephant
48	steam_locomotive
48	mouse
48	dalmatian
47	school_bus
47	Border_collie
47	power_drill
46	goldfish
46	gazelle
46	barrel
45	lawn_mower
45	pickup
45	leopard
45	violin
45	sea_cucumber
45	pillow
44	cock
44	lorikeet
44	hog
44	ringlet
44	hartebeest
43	water_jug
43	killer_whale
43	garbage_truck
43	jackfruit
43	vine_snake
43	hippopotamus
43	hare
43	radiator
42	coyote
42	terrapin
42	house_finch
42	grasshopper
42	forklift
42	cockroach
41	minibus
41	gas_pump
41	admiral
41	stove
41	plunger
40	drum
40	green_lizard
39	barn_spider
39	wolf_spider
39	mitten
39	screen
38	Indian_cobra
38	hamper
38	disk_brake
38	projector
38	American_egret
38	cradle
38	hermit_crab
38	pool_table
38	rotisserie
37	cicada
37	drake
37	digital_watch
37	long-horned_beetle
37	steel_drum
37	sulphur_butterfly
36	Eskimo_dog
36	toaster
36	corkscrew
36	king_crab
36	brass
36	koala
36	bighorn
36	fountain_pen
36	Madagascar_cat
36	orangutan
35	piggy_bank
35	bassoon
35	screwdriver
35	plane
35	tree_frog
35	dogsled
35	fireboat
35	standard_poodle
35	backpack
35	recreational_vehicle
35	French_horn
34	dingo
34	jay
34	boa_constrictor
34	bulletproof_vest
34	scorpion
34	chest
34	odometer
34	cannon
34	vending_machine
34	radio
34	stingray
34	Rhodesian_ridgeback
34	washer
33	CD_player
33	German_shepherd
33	king_penguin
33	can_opener
33	ostrich
33	lifeboat
32	projectile
32	shopping_basket
32	custard_apple
32	academic_gown
32	agama
32	lionfish
32	African_crocodile
32	Dutch_oven
32	trilobite
31	black_grouse
31	porcupine
31	trimaran
31	vacuum
31	consomme
31	harvestman
31	water_buffalo
30	amphibian
30	go-kart
30	eel
30	toy_poodle
30	electric_ray
30	chimpanzee
30	Arctic_fox
30	tow_truck
29	jaguar
29	butternut_squash
29	cricket
29	hyena
29	beagle
29	hen-of-the-woods
29	pencil_box
29	American_Staffordshire_terrier
29	muzzle
29	oxygen_mask
28	loudspeaker
28	dial_telephone
28	lotion
28	file
28	weasel
28	agaric
28	loggerhead
28	ptarmigan
28	frilled_lizard
28	warthog
27	tarantula
27	fire_engine
27	curly-coated_retriever
27	potpie
27	bee_eater
27	espresso_maker
27	centipede
27	harvester
27	safe
26	sulphur-crested_cockatoo
26	goldfinch
26	marmot
26	gorilla
25	American_lobster
25	pickelhaube
25	chiton
25	spiny_lobster
25	Great_Dane
25	indigo_bunting
25	spider_monkey
25	slide_rule
24	carpenter's_kit
24	vizsla
24	shield
24	basenji
24	baboon
24	pitcher
24	crib
24	home_theater
24	golfcart
24	Bedlington_terrier
24	sturgeon
24	triceratops
24	guenon
24	miniature_pinscher
23	tailed_frog
23	redbone
23	bulbul
23	timber_wolf
22	nipple
22	white_wolf
22	bluetick
22	sea_snake
22	magpie
22	Samoyed
22	Pembroke
22	Staffordshire_bullterrier
22	missile
22	bull_mastiff
22	soft-coated_wheaten_terrier
22	boxer
22	ambulance
22	Chesapeake_Bay_retriever
22	trombone
22	cello
22	mailbag
21	apron
21	schipperke
21	sea_slug
21	African_grey
21	barber_chair
21	wood_rabbit
21	hot_pot
21	mixing_bowl
21	dung_beetle
21	French_bulldog
21	dhole
21	yellow_lady's_slipper
21	Shih-Tzu
21	refrigerator
21	trolleybus
20	malinois
20	armadillo
20	manhole_cover
20	damselfly
20	banded_gecko
20	langur
20	fiddler_crab
20	slug
20	cuirass
20	teapot
20	water_ouzel
20	ruffed_grouse
20	waffle_iron
20	spindle
20	red_fox
20	American_black_bear
19	kuvasz
19	Boston_bull
19	indri
19	bolete
19	measuring_cup
19	caldron
19	miniature_poodle
19	tusker
19	tank
19	Gordon_setter
19	letter_opener
19	brain_coral
18	night_snake
18	dishrag
18	water_snake
18	white_stork
18	African_hunting_dog
18	hammerhead
18	holster
18	cocker_spaniel
18	tape_player
18	microwave
18	Pomeranian
18	cocktail_shaker
18	quail
18	bittern
17	mongoose
17	capuchin
17	marmoset
17	rain_barrel
17	Irish_terrier
17	breastplate
17	green_snake
17	Italian_greyhound
17	police_van
17	spaghetti_squash
17	yurt
17	rock_crab
17	whippet
17	Rottweiler
17	oil_filter
17	electric_locomotive
17	chambered_nautilus
17	isopod
16	space_bar
16	diamondback
16	groenendael
16	gyromitra
16	partridge
16	hornbill
16	Ibizan_hound
16	alligator_lizard
16	oystercatcher
16	American_chameleon
16	scabbard
16	bobsled
16	Doberman
16	robin
16	West_Highland_white_terrier
16	soap_dispenser
16	yawl
16	Airedale
15	space_heater
15	oxcart
15	Brittany_spaniel
15	bullfrog
15	howler_monkey
15	dishwasher
15	bib
15	bloodhound
15	English_springer
15	half_track
15	china_cabinet
15	mink
15	Dungeness_crab
15	Angora
15	junco
14	Weimaraner
14	squirrel_monkey
14	little_blue_heron
14	beaver
14	black_stork
14	tiger_beetle
14	hognose_snake
14	Blenheim_spaniel
14	guinea_pig
13	moving_van
13	cougar
13	snow_leopard
13	toucan
13	gibbon
13	limpkin
13	garter_snake
12	chow
12	wild_boar
12	Yorkshire_terrier
12	Siberian_husky
12	coucal
12	puffer
12	black_swan
12	kit_fox
12	Pekinese
12	Tibetan_terrier
12	Norwich_terrier
12	black_and_gold_garden_spider
12	Cardigan
12	grey_fox
12	chickadee
12	Bouvier_des_Flandres
12	titi
12	barometer
12	tiger_shark
12	Bernese_mountain_dog
12	milk_can
12	Norwegian_elkhound
11	spoonbill
11	malamute
11	borzoi
11	mud_turtle
11	European_gallinule
11	Saint_Bernard
11	Scottish_deerhound
11	toy_terrier
11	English_setter
11	Lakeland_terrier
11	Kerry_blue_terrier
11	European_fire_salamander
11	skunk
11	black_widow
11	clumber
10	collie
10	basset
10	ground_beetle
10	dugong
10	Model_T
10	prairie_chicken
10	polecat
10	three-toed_sloth
10	German_short-haired_pointer
9	Border_terrier
9	Brabancon_griffon
9	wombat
9	barracouta
9	wire-haired_fox_terrier
9	ruddy_turnstone
9	mashed_potato
9	Irish_water_spaniel
9	anemone_fish
9	Norfolk_terrier
9	Welsh_springer_spaniel
9	red_wolf
9	jacamar
8	box_turtle
8	Leonberg
8	Appenzeller
8	miniature_schnauzer
8	photocopier
8	rhinoceros_beetle
8	Irish_setter
8	redshank
8	Mexican_hairless
8	hamster
8	Lhasa
8	red-breasted_merganser
8	green_mamba
8	kelpie
8	red-backed_sandpiper
8	tench
8	bustard
7	Scotch_terrier
7	platypus
7	Maltese_dog
7	black-footed_ferret
7	papillon
7	Komodo_dragon
7	English_foxhound
7	echidna
7	thresher
7	whiptail
7	Walker_hound
7	eft
7	otter
6	Great_Pyrenees
6	giant_schnauzer
6	bassinet
6	badger
6	printer
6	briard
6	komondor
6	king_snake
6	Afghan_hound
6	flatworm
6	rock_python
5	thunder_snake
5	horned_viper
5	spotted_salamander
5	chiffonier
5	axolotl
5	proboscis_monkey
5	ringneck_snake
5	Tibetan_mastiff
5	silky_terrier
5	rock_beauty
4	giant_panda
4	Greater_Swiss_Mountain_dog
4	EntleBucher
4	dowitcher
4	siamang
4	common_newt
4	entertainment_center
4	Saluki
4	Newfoundland
3	Old_English_sheepdog
3	whiskey_jug
3	cairn
3	standard_schnauzer
3	Crock_Pot
3	Shetland_sheepdog
3	Dandie_Dinmont
3	Australian_terrier
3	flat-coated_retriever
3	sidewinder
3	keeshond
3	cassette_player
3	black-and-tan_coonhound
2	Sussex_spaniel
2	colobus
2	American_coot
2	Irish_wolfhound
2	otterhound
2	sloth_bear
2	affenpinscher
1	patas
1	Sealyham_terrier
1	Japanese_spaniel
